Id,Merchant Name,Merchant State,Program Area,Transaction Date,Payment Date,Transaction Amount,Item Description,Purchase Amount,Purchase Type,Annual Bid Number,Reference Number,Allocation Id
292697,RUSH TRK CTR DENVER,CO,PUBLIC WORKS - PWOPS,12/5/2016,1/9/2017,322.64,Window regulator Invoice # 3004714783,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",ANNUAL BID,0667A0113,1413427533000240425016120600742500000001679912    ,1
292698,AMAZON.COM,WA,ENVIRONMENTAL HEALTH - ENVHL,12/2/2016,1/9/2017,125,Window frost for adoption windows and other offices,Book Stores,PCARD,,1413427533000284998316120400407900000000858562    ,1
292699,RRD WORKSMARTSUITE,PA,EXCISE AND LICENSE - EXCIS,12/13/2016,1/9/2017,24,Whitney Hixon Business Cards,Miscellaneous Publishing and Printing,PCARD,,1413427533800040763916121401979600000001588698    ,3
292700,IBI - SUPPLYWORKS #2251,FL,SHERIFF DEPARTMENT - SHERF,12/13/2016,1/9/2017,350.1,"white cloth bar towels, draft merchandise bags  DDC",Plumbing and Heating Equipment and Supplies,PCARD,,1413427533000240481316121502163300000000538718    ,1
292701,"FAISON OFFICE PRODUCTS,",CO,SHERIFF DEPARTMENT - SHERF,12/5/2016,1/9/2017,55.38,"white board,dry erase board, big erase board  VIF","Office, School Supply, and Stationery Stores",ANNUAL BID,5595N0116,1413427533000240484716120600742500000001503105    ,3
292702,STAPLS7166157879004001,TX,HUMAN SERVICES - SOCSV,12/20/2016,1/9/2017,138.9,White Board,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533000240548916122103028900000001149455    ,1
292703,IRON BEAR TRAILER,CO,PUBLIC WORKS - PWOPS,12/21/2016,1/9/2017,48.86,whel bearings for unit sx7  inv 154682,"Camper, Recreational and Utility Trailer Dealers",PCARD,,DEF1635713911989                                  ,1
292704,STAPLS7166249309000001,TX,HUMAN SERVICES - SOCSV,11/26/2016,1/9/2017,85.49,Wheeled Backpack for Adult Section Manager,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N00116,1413427533000281076116112803951200000000033904    ,2
292705,STAPLS7167279431000001,TX,HUMAN SERVICES - SOCSV,12/15/2016,1/9/2017,85.49,Wheeled Backpack for Adult Section  Manager,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N00116,1413427533000281076116121602343600000001700488    ,4
292706,NAPA STORE 3600005,CO,PUBLIC WORKS - PWOPS,12/5/2016,1/9/2017,10.08,WHEEL STUDS           INV 531249,Automotive Parts and Accessories Stores,ANNUAL BID,0010A0311,1413427533000311551716120700921200000000240768    ,1
292707,TRANSWEST TRUCKS,CO,PUBLIC WORKS - PWOPS,12/6/2016,1/9/2017,49.2,WHEEL NUTS - KM29 - 662665,Automotive Parts and Accessories Stores,ANNUAL BID,0003A0113,1413427533000335883616120700921200000000894452    ,1
292708,TRANSWEST TRUCKS,CO,PUBLIC WORKS - PWOPS,12/6/2016,1/9/2017,49.2,WHEEL NUTS - KM16 - 662667,Automotive Parts and Accessories Stores,ANNUAL BID,0003A0113,1413427533000335883616120700921200000000894456    ,1
292709,NAPA STORE 3600001,CO,PUBLIC WORKS - PWOPS,12/21/2016,1/9/2017,14.56,wheel nut/bolt inv # 186981,Automotive Parts and Accessories Stores,PCARD,,1413427533000240429216122303395900000000156044    ,1
292710,NAPA STORE 3600001,CO,PUBLIC WORKS - PWOPS,12/21/2016,1/9/2017,61.8,WHEEL BOLTS/NUTS INV # 186968,Automotive Parts and Accessories Stores,PCARD,,1413427533000240429216122303395900000000156040    ,1
292711,NAPA STORE 3600001,CO,PUBLIC WORKS - PWOPS,12/21/2016,1/9/2017,-47.24,WHEEL BOLTS INV # 186992,Automotive Parts and Accessories Stores,PCARD,,1413427533000240429216122303395900000000156048_C  ,2
292712,NAPA STORE 3600001,CO,PUBLIC WORKS - PWOPS,12/21/2016,1/9/2017,8.8,wheel bolt/nut inv # 187010,Automotive Parts and Accessories Stores,PCARD,,1413427533000240429216122303395900000000156056    ,1
292713,C AND M AIR COOLED ENG,TX,PARKS AND REC - PARKS,12/9/2016,1/9/2017,83.96,wheel assembly for 311,LAWN AND GARDEN SUPPLY STORES,ANNUAL BID,0814A0114,DEF1634715061752                                  ,2
292714,STAPLS7167302545000001,TX,PARKS AND REC - PARKS,12/8/2016,1/9/2017,307.3,"wet mop, trash liners, toilet paper, towels","Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5954L0116,1413427533800044251116120901288600000001728287    ,3
292715,"FAISON OFFICE PRODUCTS,",CO,SHERIFF DEPARTMENT - SHERF,12/9/2016,1/9/2017,169.08,Wet Floor Signs DDC,"Office, School Supply, and Stationery Stores",ANNUAL BID,5954L0116,1413427533000284992616121101461500000002377706    ,1
292716,STAPLS7167492209000001,TX,DEPT OF FINANCE - TREAS,12/16/2016,1/9/2017,28.18,Wet floor signs,"Stationery, Office Supplies, Printing and Writing Paper",PCARD,,1413427533000276608816121802512700000001786410    ,1
292717,THOMSON WEST TCD,MN,DEPT OF FINANCE - TREAS,12/5/2016,1/9/2017,514.58,WESTLAW MEMBERSHIP,Professional Services - Not Elsewhere Classified,PCARD,,1413427533000240567916120600742500000000268788    ,1
292718,"FAISON OFFICE PRODUCTS,",CO,WASTEWATER - PWWMD,12/7/2016,1/9/2017,7.4,Westcott Wood Yardstick w/ Metal Ends 36in,"Office, School Supply, and Stationery Stores",ANNUAL BID,5595N0116,1413427533800040571616120801103700000002163401    ,1
292719,MATHESON-D96,CO,PUBLIC WORKS - PWOPS,12/19/2016,1/9/2017,12.02,Welding supplies 14511455-00,Chemicals and Allied Products - Not Elsewhere Classified,PCARD,,1413427533000311552516122002851500000000948380    ,1
292720,MATHESON-D96,CO,PUBLIC WORKS - PWOPS,12/15/2016,1/9/2017,61.86,Welding supplies 14499802-00,Chemicals and Allied Products - Not Elsewhere Classified,PCARD,,1413427533000311552516121602343600000001444757    ,1
292721,GENERAL AIR SERVICE ZUNI,CO,WASTEWATER - PWWMD,12/22/2016,1/9/2017,54.43,Welding Supplies,Industrial Supplies - Not Elsewhere Classified,PCARD,,DEF1635813892353                                  ,1
292722,MATHESON-D96,CO,PUBLIC WORKS - PWOPS,12/21/2016,1/9/2017,301.5,WELDING GUN AND CHORD             INV 14529315-00,Chemicals and Allied Products - Not Elsewhere Classified,ANNUAL BID,0215A0116,1413427533000311551716122203213300000001279221    ,1
292723,AIRGAS CENTRAL,OK,PARKS AND REC - PARKS,12/12/2016,1/9/2017,13.2,welding gas bottle rental,Chemicals and Allied Products - Not Elsewhere Classified,PCARD,,1413427533000240395516121301796900000001165970    ,3
292724,AIRGAS CENTRAL,OK,PUBLIC WORKS - PWOPS,11/28/2016,1/9/2017,16.78,welder ground clamps for cpc shop  inv 9057754718,Chemicals and Allied Products - Not Elsewhere Classified,PCARD,,1413427533800026400616112904126900000001106343    ,1
292725,FARIS MACHINERY COMPANY,CO,PUBLIC WORKS - PWOPS,12/5/2016,1/9/2017,97.38,WELDEMENT - CP95 - C21219,Construction Materials - Not Elsewhere Classified,ANNUAL BID,0557A0111,1413427533000335883616120600742500000001699405    ,1
292726,FARIS MACHINERY COMPANY,CO,PUBLIC WORKS - PWOPS,12/8/2016,1/9/2017,26.82,WELDEMENT - BB129 - C21345,Construction Materials - Not Elsewhere Classified,ANNUAL BID,0120A0112,1413427533000335883616120901288600000002071180    ,1
292727,THE HOME DEPOT #1532,CO,PARKS AND REC - PARKS,12/6/2016,1/9/2017,114,welded wire,Home Supply Warehouse Stores,ANNUAL BID,5933U0114,1413427533000240400316120801103700000000933754    ,1
292728,AMAZON MKTPLACE PMTS,WA,PARKS AND REC - PARKS,12/22/2016,1/9/2017,393.27,"weighted hoops, basketball nets, ankle straps, pool cues",Book Stores,PCARD,,1413427533000240391416122303395900000000209366    ,2
292729,EZ UP,CA,COMMUNITY PLANNING - CPLAN,12/14/2016,1/9/2017,145.94,Weight bags for pop-up tent - Denveright project,"CONSULTING, MANAGEMENT, AND PUBLIC RELATIONS SVCS",PCARD,,1413427533800045170216121502163300000001938060    ,1
292730,ADVANCED EXERCISE EQUI,CO,PARKS AND REC - PARKS,12/8/2016,1/9/2017,325.24,Weight Accessories storage,Commercial Equipment - Not Elsewhere Classified,PCARD,,1413427533000240378116121101461500000000632332    ,2
292731,THE HOME DEPOT #1505,CO,PARKS AND REC - PARKS,12/12/2016,1/9/2017,141.94,"WEDGE ANCHOR, VALVED RESPIRATOR FOR PRM SHOP.",Home Supply Warehouse Stores,ANNUAL BID,5933U0114,1413427533800032785216121401979600000000609907    ,1
292732,AMAZON WEB SERVICES,WA,ENVIRONMENTAL HEALTH - ENVHL,12/3/2016,1/9/2017,112.53,Website Maintenance Fee,Business Services - Not Elsewhere Classified,PCARD,,1413427533000311454416120400485700000000824527    ,1
292733,WEB NETWORKSOLUTIONS,FL,THEATERS AND ARENAS - THTRS,11/30/2016,1/9/2017,4.4,Website Domain,Direct Marketing - Continuity/Subscription Merchants,PCARD,,1413427533000308181816120100055600000000747919    ,1
292734,WEB NETWORKSOLUTIONS,FL,THEATERS AND ARENAS - THTRS,12/13/2016,1/9/2017,75.98,Website Domain,Direct Marketing - Continuity/Subscription Merchants,PCARD,,1413427533000308181816121401979600000000720101    ,1
292735,WEB NETWORKSOLUTIONS,FL,THEATERS AND ARENAS - THTRS,12/15/2016,1/9/2017,75.98,Website Domain,Direct Marketing - Continuity/Subscription Merchants,PCARD,,1413427533000308181816121602343600000000826648    ,1
292736,WEB NETWORKSOLUTIONS,FL,THEATERS AND ARENAS - THTRS,12/17/2016,1/9/2017,75.98,Website Domain,Direct Marketing - Continuity/Subscription Merchants,PCARD,,1413427533000308181816121802587600000000721623    ,1
292737,FRONT RANGE FIRE APPARATU,CO,PUBLIC WORKS - PWOPS,12/12/2016,1/9/2017,99.68,"Webbing, Horn Repair Kit, Handle Kit, Inv#56294",Miscellaneous and Specialty Retail Stores,ANNUAL BID,0228Z0116,1413427533800038533016121301796900000000804307    ,1
292738,IN  NEON RAIN HOSTING,CO,HUMAN SERVICES - SOCSV,12/18/2016,1/9/2017,20,Web hosting,"Computers, Computer Peripheral Equipment, Software",PCARD,,DEF1635414937778                                  ,2
292739,FACEBK WPGG6B6YE2,CA,HUMAN SERVICES - SOCSV,11/30/2016,1/9/2017,47.29,Web advertising,Advertising Services,PCARD,,DEF1633613867557                                  ,2
292740,TELSMITH,WI,PUBLIC WORKS - PWOPS,12/1/2016,1/9/2017,1579.55,Wear plates for the impactor,Miscellaneous and Specialty Retail Stores,PCARD,,1413427533800030140216120400407900000001604010    ,1
292741,KING SOOPERS #0035,CO,PARKS AND REC - PARKS,12/9/2016,1/9/2017,22.84,"wax, dish soap, bakeware",Grocery Stores and Supermarkets,PCARD,,1413427533800028847616121101461500000001719001    ,2
292742,ISS/PARTDEAL.COM,OR,PUBLIC WORKS - PWOPS,12/19/2016,1/9/2017,8.97,"Water Valve, Inv#3936255",Motor Vehicle Supplies and New Parts,PCARD,,1413427533800038533016122103028900000000757096    ,1
292743,FARIS MACHINERY COMPANY,CO,PUBLIC WORKS - PWOPS,12/12/2016,1/9/2017,909.04,"Water Pump, Tube, Coupling, Inv#C21482",Construction Materials - Not Elsewhere Classified,ANNUAL BID,0298A1213,1413427533800038533016121301796900000001268423    ,1
292744,FARIS MACHINERY COMPANY,CO,PUBLIC WORKS - PWOPS,12/20/2016,1/9/2017,73.13,"Water Pump, Coupling, Inv#C21678",Construction Materials - Not Elsewhere Classified,ANNUAL BID,0298A1213,1413427533800038533016122103028900000001505279    ,1
292745,MCCANDLESS TRUCK CENTE,CO,PUBLIC WORKS - PWOPS,12/17/2016,1/9/2017,201.73,WATER PUMP - DM15 - P101098083:01,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",ANNUAL BID,0667A0313,DEF1635414931877                                  ,1
292746,AIS IND AND CONST SUPPLY,CO,PARKS AND REC - PARKS,11/29/2016,1/9/2017,1939.01,"water proof barrier, bow rake, windshield scrapers,",Industrial Supplies - Not Elsewhere Classified,PCARD,,1413427533000242626116113004302500000001326656    ,1
292747,FARIS MACHINERY COMPANY,CO,PUBLIC WORKS - PWOPS,12/9/2016,1/9/2017,330.4,WATER ELEMENT - CP72 -C21375,Construction Materials - Not Elsewhere Classified,ANNUAL BID,0557A0111,1413427533000335883616121101461500000002149642    ,1
292748,DS SERVICES STANDARD COFF,GA,CITY COUNCIL - CCOUN,12/20/2016,1/9/2017,35.49,Water Cooler Service,Nondurable Goods - Not Elsewhere Classified,PCARD,,1413427533000240720416122103028900000000872947    ,1
292749,ELDORADO ARTESIAN SPRINGS,CO,THEATERS AND ARENAS - THTRS,12/12/2016,1/9/2017,272,Water Cooler Rental,Direct Marketing - Other Direct Marketers,PCARD,,1413427533000308181816121301796900000001317323    ,1
292750,ELDORADO ARTESIAN SPRINGS,CO,THEATERS AND ARENAS - THTRS,12/12/2016,1/9/2017,29,Water Cooler Rental,Direct Marketing - Other Direct Marketers,PCARD,,1413427533000308181816121301796900000001317327    ,1
292751,PUREWATER DYNAMICS,CO,FIRE DEPARTMENT - FIRES,12/12/2016,1/9/2017,89.74,water cooler,Industrial Supplies - Not Elsewhere Classified,PCARD,,1413427533800027368416121301796900000000364472    ,1
292752,DS SERVICES STANDARD COFF,GA,CUSTOMER INFO SERVICES - TVSVC,11/25/2016,1/9/2017,335.17,Water,Nondurable Goods - Not Elsewhere Classified,PCARD,,1413427533000317079316112703798500000000345539    ,1
292753,SPEEDPAY/DENVER WATER,CO,CUSTOMER INFO SERVICES - TVSVC,12/9/2016,1/9/2017,24.84,water,"Utilities - Electric, Gas, Heating Oil, Sanitary, Water",PCARD,,DEF1634715065505                                  ,1
292754,COLUMBIA SA,CO,PARKS AND REC - PARKS,12/6/2016,1/9/2017,360,waste removal @ Genesee-Emailed Matt regarding this charge-prevailing wage,"Cleaning, Maintenance, and Janitorial Services",PCARD,,1413427533800032075816120700921200000000894744    ,2
292755,RUSH TRK CTR DENVER,CO,PUBLIC WORKS - PWOPS,12/5/2016,1/9/2017,26.3,washer tank and pump dor unit br42  inv 3004721722,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",ANNUAL BID,0667A0113,1413427533800026400616120600742500000001680046    ,1
292756,O MEARA FORD,CO,PUBLIC WORKS - PWOPS,12/15/2016,1/9/2017,49.68,WASHER RESERVOIR             INV 857713,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",ANNUAL BID,0666A0113,1413427533000311551716121602343600000001578382    ,1
292757,O MEARA FORD,CO,PUBLIC WORKS - PWOPS,12/14/2016,1/9/2017,5.75,WASHER NOZZLE                INV 857442,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",ANNUAL BID,0666A0113,1413427533000311551716121502163300000001534687    ,1
292758,RUSH TRK CTR DENVER,CO,PUBLIC WORKS - PWOPS,12/21/2016,1/9/2017,135.4,"Washer Bottle Assy, Inv#3004895865","AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",ANNUAL BID,0667A0113,1413427533800038533016122203213300000001577723    ,1
292759,FASTENAL COMPANY01,CO,THEATERS AND ARENAS - THTRS,12/12/2016,1/9/2017,387.3,Warmers,Hardware Stores,PCARD,,1413427533000308181816121301796900000001065499    ,1
292760,D J WALL ST JOURNAL,MA,DEPT OF FINANCE - TREAS,12/7/2016,1/9/2017,420,"Wall Street Journal Renewal, Brendan Hanlon, CFO",Direct Marketing - Continuity/Subscription Merchants,PCARD,,DEF1634314136877                                  ,1
292761,STAPLS7166227754000001,TX,PARKS AND REC - PARKS,11/26/2016,1/9/2017,49.58,Wall clock,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533000240389816112803951200000000033868    ,4
292762,"SAFEWARE, INC.",MD,FIRE DEPARTMENT - FIRES,12/22/2016,1/9/2017,392.64,"Wall chargers, water trap assy",Industrial Supplies - Not Elsewhere Classified,PCARD,,1413427533800044383216122203213300000001355222    ,1
292763,AMAZON MKTPLACE PMTS,WA,PARKS AND REC - PARKS,11/29/2016,1/9/2017,62.66,Wall Calendars and Hot Glue Gun and Sticks,Book Stores,PCARD,,1413427533800035272816112904126900000001070776    ,1
292764,STAPLS7167779436000001,TX,PARKS AND REC - PARKS,12/15/2016,1/9/2017,21.35,wall calendars,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533000240363316121602343600000001700424    ,2
292765,FAZOLI'S #2901 ONL,CO,CLERK AND RECORDER - CLERK,12/21/2016,1/9/2017,190.58,Voter Reg post - election data entry - official fcn expense,Fast Food Restaurants,PCARD,,1413427533000240452416122203213300000001335441    ,1
292766,HOOTSUITE MEDIA INC.,CA,CLERK AND RECORDER - CLERK,12/1/2016,1/9/2017,9.99,Voter Outreach - social meda tracking,Business Services - Not Elsewhere Classified,PCARD,,DEF1633714235116                                  ,1
292767,BSN SPORT SUPPLY GROUP,TX,PARKS AND REC - PARKS,12/2/2016,1/9/2017,1411.89,volleyballs for youth sports,"Mens, Womens, and Childrens Uniforms and Commercial Clothing",PCARD,,1413427533000240366616120400407900000001349027    ,3
292768,JOOLA NORTH AMERICA,MD,PARKS AND REC - PARKS,12/2/2016,1/9/2017,618.4,Volleyball Officials Stand,Sporting Goods Stores,PCARD,,1413427533800038917516120400407900000000171919    ,3
292769,JOOLA NORTH AMERICA,MD,PARKS AND REC - PARKS,12/2/2016,1/9/2017,43.52,Volleyball Officials Stand,Sporting Goods Stores,PCARD,,1413427533800038917516120400407900000000171919    ,4
292770,AMAZON MKTPLACE PMTS,WA,PARKS AND REC - PARKS,12/9/2016,1/9/2017,104.7,volleyball cart caddy,Book Stores,PCARD,,1413427533000240392216121101461500000001146295    ,2
292771,PAYPAL  PROGRESSIVE,CA,MAYORS OFFICE - MAYOR,12/5/2016,1/9/2017,125,VOICES OF RURAL CO REGISTRATION ANTHONY GRAVES,"ORGANIZATIONS, CHARITABLE AND SOCIAL SERVICES",PCARD,,1413427533000240595016120600742500000001608735    ,1
292772,BEST BUY MHT  00002113,CO,PARKS AND REC - PARKS,12/7/2016,1/9/2017,849.99,vizio E65U-D3 smart tv,Electronic Sales,PCARD,,1413427533000240383116120801103700000001004513    ,2
292773,RESTAURANT DEPOT,CO,SHERIFF DEPARTMENT - SHERF,11/29/2016,1/9/2017,102.3,vitamix blender decanter DDC,Grocery Stores and Supermarkets,PCARD,,1413427533000240481316120100055600000001315208    ,2
292774,WW GRAINGER,PA,PUBLIC WORKS - PWOPS,12/6/2016,1/9/2017,140.6,vise for cpc shop  inv 9298086712,Industrial Supplies - Not Elsewhere Classified,ANNUAL BID,5836S0112,1413427533800026400616120700921200000002108225    ,1
292775,STAPLS0151182569000001,TX,FIRE DEPARTMENT - FIRES,12/6/2016,1/9/2017,50.33,vinyl lettering,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533000240582816120700921200000001606944    ,1
292776,STAPLS7166829640000002,TX,FIRE DEPARTMENT - FIRES,11/30/2016,1/9/2017,167.48,vinyl lettering,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533000240582816120100055600000001613860    ,1
292777,STAPLS7166829640000004,TX,FIRE DEPARTMENT - FIRES,12/3/2016,1/9/2017,35.95,vinyl lettering,"Stationery, Office Supplies, Printing and Writing Paper",ANNUAL BID,5595N0116,1413427533000240582816120500564800000000055342    ,1
292778,"B&H PHOTO, 800-606-6969",NY,THEATERS AND ARENAS - THTRS,12/16/2016,1/9/2017,6.6,video system materials for Bryan,Direct Marketing - Other Direct Marketers,PCARD,,1413427533000240589316121802512700000000917842    ,1
292779,SAFETY VISION,TX,PUBLIC WORKS - PWOPS,11/30/2016,1/9/2017,196.47,"Video Cable, Inv#0584377IN",Commercial Equipment - Not Elsewhere Classified,PCARD,,1413427533800038533016120200234900000000285149    ,1
292780,DMI  DELL K-12/GOVT,TX,CAREER SERVICE AUTH. - CSAHR,12/21/2016,1/9/2017,117.58,Vertovec & Balmer additional Memory for computers,"Computers, Computer Peripheral Equipment, Software",PCARD,,1413427533000313419516122203213300000000039159    ,1
292781,AV-TECH ELECTRONICS,CO,PUBLIC WORKS - PWOPS,11/30/2016,1/9/2017,150,"Vertex LED, Inv#0070188",Miscellaneous Automotive Dealers,ANNUAL BID,0159A0113,DEF1633613862312                                  ,1
292782,PEAVEY CORP.,KS,POLICE DEPARTMENT - POLIC,12/7/2016,1/9/2017,1376,"Versa Cones yellow 1-20, 21-40, 41-60, 61-80, 81-100",Business Services - Not Elsewhere Classified,PCARD,,1413427533800027136516120801103700000001089906    ,2
292783,VZWRLSS MY VZ VB P,FL,COUNTY COURT - COURT,12/13/2016,1/9/2017,939.33,VERIZON MONTHLY WIRELESS CHARGES NOVEMBER DECEMBER 2016,Telecommunication Services,PCARD,,1413427533800042263816121401979600000000042969    ,1
292784,RIMA COM,CA,POLICE DEPARTMENT - POLIC,12/5/2016,1/9/2017,410.84,"Verbatim BD-R White Inkjet Printable, CMC Pro CD-R 80 High Gloss wh Inkjet",Electronic Sales,PCARD,,1413427533800027136516120600742500000001609222    ,2
292785,RUSH TRK CTR DENVER,CO,PUBLIC WORKS - PWOPS,12/1/2016,1/9/2017,84.05,"Vented Cap, Power Shut Off Kit, Inv#3004691146","AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",ANNUAL BID,0667A0113,1413427533800038533016120200234900000002354055    ,1
292786,C AND M AIR COOLED ENG,TX,PUBLIC WORKS - PWOPS,12/5/2016,1/9/2017,13.98,VENDOR SERVICE UNIT SQ46 W/O 9970146 INVOICE 338098,LAWN AND GARDEN SUPPLY STORES,PCARD,,DEF1634213938259                                  ,1
